"hh_id","part_id","part_gender","part_occupation","part_occupation_detail","part_education","part_education_length","participant_school_year","participant_nationality","child_care","child_care_detail","child_relationship","child_nationality","problems","diary_how","diary_missed_unsp","diary_missed_skin","diary_missed_noskin","sday_id","type","day","month","year","dayofweek","hh_age_1","hh_age_2","hh_age_3","hh_age_4","hh_age_5","hh_age_6","hh_age_7","hh_age_8","hh_age_9","hh_age_10","hh_age_11","hh_age_12","hh_age_13","hh_age_14","hh_age_15","hh_age_16","hh_age_17","hh_age_18","hh_age_19","hh_age_20","class_size","country","hh_size","part_age_exact"
"Mo08HH2923",2923,"F",5,NA,NA,NA,4,"LU","",NA,NA,"","N",1,4,NA,NA,20060220,2,20,2,2006,1,6,38,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"Luxembourg",4,10
"Mo08HH2924",2924,"F",5,NA,NA,NA,6,"EU","",NA,NA,"","N",1,1,NA,NA,20060312,2,12,3,2006,0,46,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,"Luxembourg",3,12
"Mo08HH2925",2925,"M",5,NA,3,13,NA,"LU","Y",NA,1,"LU","N",NA,NA,NA,NA,20060311,3,11,3,2006,6,7,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",3,7
"Mo08HH2926",2926,"M",4,NA,5,17,NA,"OT","",NA,NA,"","N",2,1,NA,NA,20060312,1,12,3,2006,0,2,59,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",4,27
"Mo08HH2927",2927,"M",1,5,5,17,NA,"LU","",NA,NA,"","N",2,1,NA,NA,20060308,1,8,3,2006,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",1,38
"Mo08HH2928",2928,"F",1,7,2,9,NA,"LU","",NA,NA,"","N",2,1,NA,NA,20060312,1,12,3,2006,0,10,15,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",4,45
"Mo08HH2929",2929,"F",5,NA,NA,NA,7,"LU","",NA,NA,"","N",2,1,NA,NA,20060311,2,11,3,2006,6,41,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",3,14
"Mo08HH293",293,"M",5,NA,NA,NA,9,"IT","",NA,NA,"","Y",2,4,NA,NA,20060522,2,22,5,2006,1,5,39,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,"Italy",4,14
"Mo08HH2930",2930,"M",1,7,2,9,NA,"LU","",NA,NA,"","N",2,2,NA,NA,20060307,1,7,3,2006,2,47,78,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",4,43
"Mo08HH2931",2931,"M",5,7,2,9,NA,"EU","Y",NA,1,"EU","N",1,1,NA,NA,20060310,3,10,3,2006,5,63,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",3,7
"Mo08HH2932",2932,"M",1,7,3,13,NA,"LU","",NA,NA,"","N",2,1,NA,NA,20060306,1,6,3,2006,1,30,59,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",4,28
"Mo08HH2933",2933,"F",5,7,2,9,NA,"LU","Y",NA,1,"LU","N",2,1,NA,NA,20060312,3,12,3,2006,0,9,13,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",4,8
"Mo08HH2934",2934,"F",NA,NA,NA,NA,NA,"EU","",NA,NA,"","N",2,1,NA,NA,20060312,1,12,3,2006,0,4,10,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",4,42
"Mo08HH2935",2935,"F",5,7,3,13,NA,"LU","Y",NA,1,"LU","N",NA,NA,NA,NA,20060311,3,11,3,2006,6,3,6,8,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",5,6
"Mo08HH2936",2936,"M",1,7,2,9,NA,"LU","",NA,NA,"","N",2,2,NA,NA,20060303,1,3,3,2006,5,53,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",3,23
"Mo08HH2937",2937,"M",1,6,5,17,NA,"EU","",NA,NA,"","N",NA,NA,NA,NA,NA,1,NA,NA,2006,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",2,55
"Mo08HH2938",2938,"M",1,6,6,20,NA,"LU","",NA,NA,"","N",2,2,NA,NA,20060311,1,11,3,2006,6,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",3,29
"Mo08HH2939",2939,"F",5,6,6,20,NA,"EU","Y",NA,1,"LU","N",2,1,NA,NA,20060312,3,12,3,2006,0,3,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",3,3
"Mo08HH294",294,"F",5,NA,NA,NA,8,"IT","",NA,NA,"","N",2,4,NA,NA,20060522,2,22,5,2006,1,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"Italy",2,13
"Mo08HH2940",2940,"F",1,7,3,13,NA,"LU","",NA,NA,"","N",3,1,NA,NA,20060311,1,11,3,2006,6,17,21,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",4,53
"Mo08HH2941",2941,"F",2,NA,6,20,NA,"EU","",NA,NA,"","Y",2,2,NA,NA,20060312,1,12,3,2006,0,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",2,62
"Mo08HH2942",2942,"M",6,NA,3,13,NA,"LU","",NA,NA,"","N",3,1,NA,NA,20060310,1,10,3,2006,5,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",2,34
"Mo08HH2943",2943,"F",5,NA,2,9,NA,"LU","Y",NA,1,"LU","N",1,2,NA,NA,20060207,3,7,2,2006,2,5,6,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",4,6
"Mo08HH2944",2944,"M",5,NA,NA,NA,12,"LU","",NA,NA,"","N",2,2,NA,NA,20060309,2,9,3,2006,4,19,20,45,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,"Luxembourg",5,17
"Mo08HH2945",2945,"F",6,NA,3,13,NA,"LU","",NA,NA,"","N",2,1,NA,NA,20060308,1,8,3,2006,3,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",3,29
"Mo08HH2946",2946,"F",5,7,5,17,NA,"LU","Y",NA,1,"LU","N",2,1,NA,NA,20060312,3,12,3,2006,0,8,9,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",4,8
"Mo08HH2947",2947,"M",5,7,5,17,NA,"LU","Y",NA,2,"LU","N",2,3,NA,NA,20060308,3,8,3,2006,3,1,3,5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",5,5
"Mo08HH2948",2948,"M",1,8,2,9,NA,"LU","",NA,NA,"","N",NA,NA,NA,NA,20060311,1,11,3,2006,6,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",2,54
"Mo08HH2949",2949,"F",5,7,6,20,NA,"LU","Y",NA,1,"LU","N",2,1,NA,NA,20060223,3,23,2,2006,4,0,3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",4,3
"Mo08HH295",295,"M",5,NA,NA,NA,13,"IT","",NA,NA,"","N",1,2,NA,NA,20060525,2,25,5,2006,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"Italy",4,15
"Mo08HH2950",2950,"M",1,8,3,13,NA,"PT","",NA,NA,"","N",2,2,NA,NA,20060311,1,11,3,2006,6,0,2,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",4,35
"Mo08HH2951",2951,"M",6,NA,3,13,NA,"LU","N",NA,1,"LU","N",2,1,NA,NA,20060224,3,24,2,2006,5,0,0,4,27,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",6,0
"Mo08HH2952",2952,"F",3,NA,6,20,NA,"OT","",NA,NA,"","N",1,4,NA,NA,20060321,1,21,3,2006,2,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",2,31
"Mo08HH2953",2953,"F",5,7,2,9,NA,"OT","Y",NA,1,"OT","N",2,1,NA,NA,20060204,3,4,2,2006,6,0,2,4,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",5,4
"Mo08HH2954",2954,"F",5,7,3,13,NA,"LU","Y",NA,1,"LU","Y",1,1,NA,NA,20060207,3,7,2,2006,2,1,2,19,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",5,1
"Mo08HH2955",2955,"M",NA,NA,5,17,NA,"LU","",NA,NA,"","N",NA,NA,NA,NA,20060308,1,8,3,2006,3,23,27,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",4,61
"Mo08HH2956",2956,"M",5,NA,NA,NA,6,"EU","",NA,NA,"","N",2,1,NA,NA,20060216,2,16,2,2006,4,6,8,39,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,"Luxembourg",5,12
"Mo08HH2957",2957,"F",1,7,2,9,NA,"PT","",NA,NA,"","N",2,1,NA,NA,20060127,1,27,1,2006,5,3,8,15,23,33,44,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",8,26
"Mo08HH2958",2958,"F",3,NA,1,6,NA,"LU","",NA,NA,"","N",2,1,NA,NA,20060130,1,30,1,2006,1,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",2,59
"Mo08HH2959",2959,"M",5,NA,2,9,NA,"LU","Y",NA,1,"LU","N",1,1,NA,NA,20060127,3,27,1,2006,5,7,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",3,7
"Mo08HH296",296,"F",5,NA,NA,NA,5,"IT","",NA,NA,"","Y",2,2,NA,NA,20060523,2,23,5,2006,2,7,38,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,"Italy",4,10
"Mo08HH2960",2960,"F",5,NA,NA,NA,13,"LU","",NA,NA,"","N",1,1,NA,NA,20060126,2,26,1,2006,4,22,45,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"Luxembourg",4,18
"Mo08HH2961",2961,"M",5,NA,NA,NA,5,"EU","",NA,NA,"","N",2,2,NA,NA,20060130,2,30,1,2006,1,13,16,42,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,"Luxembourg",5,10
"Mo08HH2962",2962,"F",6,NA,NA,NA,NA,"EU","",NA,NA,"","N",2,1,NA,NA,20060126,2,26,1,2006,4,47,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",3,22
"Mo08HH2963",2963,"M",2,NA,2,9,NA,"EU","",NA,NA,"","N",1,1,NA,NA,20060128,1,28,1,2006,6,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",2,73
"Mo08HH2964",2964,"M",5,5,2,9,NA,"EU","Y",NA,1,"LU","N",2,2,NA,NA,20060129,3,29,1,2006,0,3,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",3,6
"Mo08HH2965",2965,"M",5,NA,NA,NA,5,"LU","",NA,NA,"","N",2,1,NA,NA,20060130,2,30,1,2006,1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,"Luxembourg",2,15
"Mo08HH2966",2966,"F",1,7,5,17,NA,"LU","",NA,NA,"","N",2,2,NA,NA,20060127,1,27,1,2006,5,2,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",3,29
"Mo08HH2967",2967,"F",5,NA,NA,NA,12,"LU","",NA,NA,"","N",1,2,NA,NA,NA,2,NA,NA,2006,NA,17,20,43,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,"Luxembourg",5,19
"Mo08HH2968",2968,"M",NA,NA,3,13,NA,"LU","",NA,NA,"","N",3,1,NA,NA,20060128,1,28,1,2006,6,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",2,39
"Mo08HH2969",2969,"F",1,7,3,13,NA,"LU","",NA,NA,"","N",2,1,NA,NA,20060129,1,29,1,2006,0,12,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",3,40
"Mo08HH297",297,"M",5,NA,NA,NA,12,"IT","",NA,NA,"","N",1,4,NA,NA,20060523,2,23,5,2006,2,7,12,20,43,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,"Italy",6,17
"Mo08HH2970",2970,"M",2,NA,6,20,NA,"LU","",NA,NA,"","N",2,1,NA,NA,20060130,1,30,1,2006,1,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",2,68
"Mo08HH2971",2971,"F",3,NA,5,17,NA,"EU","",NA,NA,"","N",2,1,NA,NA,20060130,1,30,1,2006,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",2,28
"Mo08HH2972",2972,"F",1,7,5,17,NA,"LU","",NA,NA,"","N",1,1,NA,NA,20060126,1,26,1,2006,4,6,8,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",4,43
"Mo08HH2973",2973,"M",5,NA,NA,NA,8,"LU","",NA,NA,"","Y",3,3,NA,NA,20060127,2,27,1,2006,5,6,9,44,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,"Luxembourg",5,13
"Mo08HH2974",2974,"F",1,NA,NA,NA,NA,"LU","",NA,NA,"","N",2,1,NA,NA,20060130,2,30,1,2006,1,13,18,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",4,22
"Mo08HH2975",2975,"F",5,NA,NA,NA,6,"LU","",NA,NA,"","N",2,1,NA,NA,20060127,2,27,1,2006,5,13,40,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,"Luxembourg",4,11
"Mo08HH2976",2976,"F",1,7,5,17,NA,"LU","",NA,NA,"","N",1,1,NA,NA,20060130,1,30,1,2006,1,14,17,20,24,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",6,50
"Mo08HH2977",2977,"F",3,NA,3,13,NA,"LU","",NA,NA,"","N",2,1,NA,NA,20060129,1,29,1,2006,0,28,31,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",4,56
"Mo08HH2978",2978,"M",1,8,2,9,NA,"LU","",NA,NA,"","N",2,2,NA,NA,NA,1,NA,NA,2006,NA,12,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",3,46
"Mo08HH2979",2979,"M",5,NA,NA,NA,4,"LU","",NA,NA,"","N",2,4,NA,NA,20060130,2,30,1,2006,1,24,49,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,"Luxembourg",4,12
"Mo08HH298",298,"M",5,NA,NA,NA,6,"IT","",NA,NA,"","N",3,1,NA,NA,20060525,2,25,5,2006,4,15,47,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,"Italy",4,12
"Mo08HH2980",2980,"F",1,7,3,13,NA,"LU","",NA,NA,"","N",2,1,NA,NA,20060127,1,27,1,2006,5,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",2,55
"Mo08HH2981",2981,"F",3,NA,2,9,NA,"LU","",NA,NA,"","N",1,1,NA,NA,20060127,1,27,1,2006,5,18,21,23,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",5,53
"Mo08HH2982",2982,"F",1,5,2,9,NA,"EU","",NA,NA,"","N",2,1,NA,NA,20060127,1,27,1,2006,5,1,21,25,26,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",6,52
"Mo08HH2983",2983,"F",3,NA,2,9,NA,"LU","",NA,NA,"","N",2,1,NA,NA,20060126,1,26,1,2006,4,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",2,66
"Mo08HH2984",2984,"F",3,NA,1,6,NA,"LU","",NA,NA,"","N",2,1,NA,NA,20060129,1,29,1,2006,0,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",2,59
"Mo08HH2985",2985,"F",3,NA,3,13,NA,"LU","",NA,NA,"","N",2,1,NA,NA,20060127,1,27,1,2006,5,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",2,74
"Mo08HH2986",2986,"F",2,NA,2,9,NA,"EU","",NA,NA,"","N",1,2,NA,NA,20060131,1,31,1,2006,2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",2,56
"Mo08HH2987",2987,"M",1,7,2,9,NA,"EU","",NA,NA,"","N",1,3,NA,NA,20060130,1,30,1,2006,1,23,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",3,53
"Mo08HH2988",2988,"M",5,NA,NA,NA,8,"EU","",NA,NA,"","N",1,1,NA,NA,20060130,2,30,1,2006,1,1,4,9,40,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"Luxembourg",6,14
"Mo08HH2989",2989,"F",5,NA,NA,NA,12,"LU","",NA,NA,"","N",2,1,NA,NA,20060130,2,30,1,2006,1,3,5,9,14,31,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,"Luxembourg",7,18
"Mo08HH299",299,"F",5,NA,NA,NA,8,"IT","",NA,NA,"","N",2,1,NA,NA,20060524,2,24,5,2006,3,7,43,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"Italy",4,14
"Mo08HH2990",2990,"F",3,NA,5,17,NA,"LU","",NA,NA,"","N",1,1,NA,NA,20060130,1,30,1,2006,1,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",2,74
"Mo08HH2991",2991,"M",1,8,3,13,NA,"EU","",NA,NA,"","N",1,1,NA,NA,20060128,1,28,1,2006,6,4,6,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",4,36
"Mo08HH2992",2992,"M",1,5,1,6,NA,"LU","",NA,NA,"","N",2,2,NA,NA,20060127,1,27,1,2006,5,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",2,68
"Mo08HH2993",2993,"F",1,5,2,9,NA,"LU","",NA,NA,"","N",1,4,NA,NA,20060131,1,31,1,2006,2,12,15,19,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",5,41
"Mo08HH2994",2994,"F",5,NA,NA,NA,4,"LU","",NA,NA,"","N",1,4,NA,NA,20060131,2,31,1,2006,2,58,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"Luxembourg",3,10
"Mo08HH2995",2995,"M",2,NA,1,6,NA,"LU","",NA,NA,"","N",3,1,NA,NA,20060128,1,28,1,2006,6,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",2,73
"Mo08HH2996",2996,"M",5,NA,NA,NA,13,"PT","",NA,NA,"","N",2,1,NA,NA,20060129,2,29,1,2006,0,10,16,39,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"Luxembourg",5,19
"Mo08HH2997",2997,"F",3,NA,2,9,NA,"LU","",NA,NA,"","N",2,2,NA,NA,20060126,1,26,1,2006,4,74,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",3,70
"Mo08HH2998",2998,"M",1,7,1,6,NA,"LU","",NA,NA,"","N",2,4,NA,NA,20060130,1,30,1,2006,1,7,13,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",4,38
"Mo08HH2999",2999,"F",1,7,6,20,NA,"EU","",NA,NA,"","N",2,2,NA,NA,20060130,1,30,1,2006,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",1,34
"Mo08HH3",3,"F",6,7,3,13,NA,"IT","N",NA,1,"IT","N",2,1,NA,NA,20060525,3,25,5,2006,4,4,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy",3,0
"Mo08HH30",30,"M",5,6,6,18,NA,"IT","Y",NA,2,"IT","N",2,2,NA,NA,20060525,3,25,5,2006,4,6,7,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy",4,7
"Mo08HH300",300,"",5,NA,NA,NA,NA,"IT","",NA,NA,"","N",2,2,NA,NA,20060525,2,25,5,2006,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy",1,NA
"Mo08HH3000",3000,"M",5,NA,NA,NA,13,"LU","",NA,NA,"","N",2,1,NA,NA,20060129,2,29,1,2006,0,46,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",3,18
"Mo08HH3001",3001,"M",1,7,3,13,NA,"LU","",NA,NA,"","N",2,1,NA,NA,20060129,1,29,1,2006,0,18,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",3,52
"Mo08HH3002",3002,"M",5,NA,NA,NA,6,"LU","",NA,NA,"","N",2,2,NA,NA,20060129,2,29,1,2006,0,17,18,42,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"Luxembourg",5,13
"Mo08HH3003",3003,"M",5,NA,NA,NA,6,"EU","",NA,NA,"","N",1,4,NA,NA,20060126,2,26,1,2006,4,10,35,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"Luxembourg",4,11
"Mo08HH3004",3004,"F",5,NA,NA,NA,5,"LU","",NA,NA,"","N",NA,NA,NA,NA,20060127,2,27,1,2006,5,21,34,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"Luxembourg",4,11
"Mo08HH3005",3005,"M",5,7,5,17,NA,"EU","Y",NA,1,"EU","N",2,2,NA,NA,20060221,3,21,2,2006,2,8,9,10,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",5,8
"Mo08HH3006",3006,"F",1,7,3,13,NA,"LU","",NA,NA,"","N",1,2,NA,NA,20060221,1,21,2,2006,2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",2,47
"Mo08HH3007",3007,"M",6,NA,NA,NA,NA,"EU","",NA,NA,"","N",2,2,NA,NA,20060220,1,20,2,2006,1,6,37,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",4,9
"Mo08HH3008",3008,"F",2,NA,3,13,NA,"LU","",NA,NA,"","N",1,1,NA,NA,20060221,1,21,2,2006,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",1,57
"Mo08HH3009",3009,"M",1,7,3,13,NA,"LU","",NA,NA,"","N",1,1,NA,NA,20060221,1,21,2,2006,2,2,4,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxembourg",4,34
