"hh_id","part_id","part_gender","part_occupation","part_occupation_detail","part_education","part_education_length","participant_school_year","participant_nationality","child_care","child_care_detail","child_relationship","child_nationality","problems","diary_how","diary_missed_unsp","diary_missed_skin","diary_missed_noskin","sday_id","type","day","month","year","dayofweek","hh_age_1","hh_age_2","hh_age_3","hh_age_4","hh_age_5","hh_age_6","hh_age_7","hh_age_8","hh_age_9","hh_age_10","hh_age_11","hh_age_12","hh_age_13","hh_age_14","hh_age_15","hh_age_16","hh_age_17","hh_age_18","hh_age_19","hh_age_20","class_size","country","hh_size","part_age_exact"
"Mo08HH1",1,"F",5,7,3,13,NA,"IT","Y",NA,2,"IT","N",2,2,NA,NA,20060525,3,25,5,2006,4,8,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy",3,8
"Mo08HH10",10,"F",6,7,5,16,NA,"IT","N",NA,1,"IT","N",1,1,NA,NA,20060525,3,25,5,2006,4,0,3,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy",4,3
"Mo08HH100",100,"M",5,NA,6,18,NA,"IT","Y",NA,1,"IT","N",2,1,NA,NA,20060526,3,26,5,2006,5,2,5,8,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy",5,5
"Mo08HH1000",1000,"F",1,8,2,12,NA,"","Y",NA,NA,"","",1,NA,NA,NA,20060612,3,12,6,2006,1,7,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,"Germany",2,7
"Mo08HH1001",1001,"M",1,8,2,12,NA,"","Y",NA,2,"","",NA,NA,NA,NA,20060522,3,22,5,2006,1,7,14,37,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,"Germany",4,7
"Mo08HH1002",1002,"F",1,6,6,18,NA,"","Y",NA,1,"","",NA,NA,NA,NA,20060522,3,22,5,2006,1,7,11,33,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"Germany",4,7
"Mo08HH1003",1003,"F",1,7,2,12,NA,"","Y",NA,1,"","",NA,NA,NA,NA,20060520,3,20,5,2006,6,7,31,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"Germany",3,7
"Mo08HH1004",1004,"F",1,8,1,10,NA,"","Y",NA,2,"","",NA,NA,NA,NA,20060526,3,26,5,2006,5,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Germany",1,7
"Mo08HH1005",1005,"F",1,6,8,10,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060609,3,9,6,2006,5,7,41,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"Germany",3,7
"Mo08HH1006",1006,"M",4,8,2,12,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060529,3,29,5,2006,1,7,9,17,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"Germany",4,7
"Mo08HH1007",1007,"M",1,7,6,18,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060525,3,25,5,2006,4,7,14,15,19,39,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"Germany",6,7
"Mo08HH1008",1008,"M",3,7,2,12,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060120,3,20,1,2006,5,6,6,41,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"Germany",4,6
"Mo08HH1009",1009,"M",3,7,8,10,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060119,3,19,1,2006,4,3,5,6,23,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"Germany",5,6
"Mo08HH101",101,"F",5,7,3,11,NA,"IT","Y",NA,2,"IT","N",2,2,NA,NA,20060525,3,25,5,2006,4,4,12,17,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy",5,4
"Mo08HH1010",1010,"F",1,6,6,18,NA,"","Y",NA,4,"","",NA,NA,NA,NA,20060118,3,18,1,2006,3,6,30,30,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,"Germany",4,6
"Mo08HH1011",1011,"M",4,7,2,12,NA,"","N",NA,1,"","",1,NA,NA,NA,20060611,3,11,6,2006,0,6,26,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany",3,6
"Mo08HH1012",1012,"F",1,7,2,12,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060520,3,20,5,2006,6,6,30,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,"Germany",3,6
"Mo08HH1013",1013,"F",3,7,1,10,NA,"","N",NA,1,"","",1,NA,NA,NA,20060118,3,18,1,2006,3,6,8,9,10,36,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany",6,6
"Mo08HH1014",1014,"M",3,7,3,13,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060615,3,15,6,2006,4,6,33,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"Germany",3,6
"Mo08HH1015",1015,"F",1,8,8,10,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060612,3,12,6,2006,1,3,5,6,37,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,"Germany",5,6
"Mo08HH1016",1016,"M",1,7,8,10,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060118,3,18,1,2006,3,6,52,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"Germany",3,6
"Mo08HH1017",1017,"M",3,6,3,13,NA,"","Y",NA,1,"","",NA,NA,NA,NA,20060615,3,15,6,2006,4,2,4,6,40,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,"Germany",5,6
"Mo08HH1018",1018,"M",1,7,3,13,NA,"","Y",NA,2,"","",1,NA,NA,NA,20060612,3,12,6,2006,1,1,6,24,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"Germany",4,6
"Mo08HH1019",1019,"F",3,7,8,10,NA,"","Y",NA,1,"","",NA,NA,NA,NA,20060524,3,24,5,2006,3,6,12,14,38,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"Germany",5,6
"Mo08HH102",102,"M",6,NA,6,18,NA,"IT","N",NA,1,"IT","",NA,NA,NA,NA,20060526,3,26,5,2006,5,1,3,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy",4,3
"Mo08HH1020",1020,"M",1,5,2,12,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060117,3,17,1,2006,2,6,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"Germany",2,6
"Mo08HH1021",1021,"F",1,7,8,10,NA,"","Y",NA,2,"","",1,NA,NA,NA,20060618,3,18,6,2006,0,6,30,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Germany",3,6
"Mo08HH1022",1022,"M",4,7,2,12,NA,"","Y",NA,2,"","",1,NA,NA,NA,20060523,3,23,5,2006,2,6,15,16,37,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"Germany",5,6
"Mo08HH1023",1023,"M",3,6,2,12,NA,"","Y",NA,NA,"","",1,NA,NA,NA,20060123,3,23,1,2006,1,5,8,40,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"Germany",4,5
"Mo08HH1024",1024,"M",1,8,2,12,NA,"","Y",NA,1,"","",NA,NA,NA,NA,20060614,3,14,6,2006,3,5,33,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"Germany",3,5
"Mo08HH1025",1025,"F",1,8,2,12,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060613,3,13,6,2006,2,5,26,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"Germany",3,5
"Mo08HH1026",1026,"M",3,8,1,10,NA,"","Y",NA,4,"","",1,NA,NA,NA,20060617,3,17,6,2006,6,5,49,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"Germany",3,5
"Mo08HH1027",1027,"M",4,7,2,12,NA,"","Y",NA,4,"","",NA,NA,NA,NA,20060525,3,25,5,2006,4,57,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"Germany",2,5
"Mo08HH1028",1028,"M",5,NA,1,10,NA,"","Y",NA,1,"","",NA,NA,NA,NA,20060115,3,15,1,2006,0,5,6,14,16,43,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,"Germany",6,5
"Mo08HH1029",1029,"F",1,8,8,10,NA,"","Y",NA,2,"","",1,NA,NA,NA,20060612,3,12,6,2006,1,5,33,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,"Germany",3,5
"Mo08HH103",103,"M",5,NA,3,13,NA,"IT","Y",NA,1,"IT","N",2,3,NA,NA,20060526,3,26,5,2006,5,2,3,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy",4,3
"Mo08HH1030",1030,"F",1,6,2,12,NA,"","Y",NA,2,"","",1,NA,NA,NA,20060618,3,18,6,2006,0,5,36,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"Germany",3,5
"Mo08HH1031",1031,"F",1,5,2,12,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060613,3,13,6,2006,2,5,15,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"Germany",3,5
"Mo08HH1032",1032,"M",5,NA,1,10,NA,"","Y",NA,3,"","",1,NA,NA,NA,20060522,3,22,5,2006,1,5,16,32,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"Germany",4,5
"Mo08HH1033",1033,"M",1,7,8,10,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060611,3,11,6,2006,0,5,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"Germany",2,5
"Mo08HH1034",1034,"F",1,8,8,10,NA,"","Y",NA,2,"","",1,NA,NA,NA,20060522,3,22,5,2006,1,5,32,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"Germany",3,5
"Mo08HH1035",1035,"F",1,7,3,13,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060523,3,23,5,2006,2,5,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"Germany",2,5
"Mo08HH1036",1036,"F",1,7,6,18,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060707,3,7,7,2006,5,5,18,19,45,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"Germany",5,5
"Mo08HH1037",1037,"F",1,6,6,18,NA,"","Y",NA,1,"","",NA,NA,NA,NA,20060206,3,6,2,2006,1,5,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,"Germany",2,5
"Mo08HH1038",1038,"F",1,8,8,10,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060613,3,13,6,2006,2,5,22,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany",3,5
"Mo08HH1039",1039,"M",1,6,6,18,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060525,3,25,5,2006,4,5,45,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,"Germany",3,5
"Mo08HH104",104,"M",5,7,2,8,NA,"IT","Y",NA,1,"IT","N",3,4,NA,NA,20060524,3,24,5,2006,3,1,6,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy",4,6
"Mo08HH1040",1040,"F",1,7,8,10,NA,"","Y",NA,1,"","",NA,NA,NA,NA,20060115,3,15,1,2006,0,5,8,10,43,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,"Germany",5,5
"Mo08HH1041",1041,"F",4,7,8,10,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060614,3,14,6,2006,3,5,27,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,"Germany",3,5
"Mo08HH1042",1042,"M",1,6,6,18,NA,"","Y",NA,1,"","",NA,NA,NA,NA,20060704,3,4,7,2006,2,5,28,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"Germany",3,5
"Mo08HH1043",1043,"M",1,5,2,12,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060526,3,26,5,2006,5,4,5,32,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"Germany",4,5
"Mo08HH1044",1044,"M",1,6,3,13,NA,"","Y",NA,2,"","",1,NA,NA,NA,20060115,3,15,1,2006,0,5,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"Germany",2,5
"Mo08HH1045",1045,"M",6,NA,NA,NA,NA,"","Y",NA,2,"","",NA,NA,NA,NA,20060117,3,17,1,2006,2,5,14,22,40,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"Germany",5,5
"Mo08HH1046",1046,"",3,7,2,12,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060617,3,17,6,2006,6,5,28,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"Germany",3,5
"Mo08HH1047",1047,"F",2,7,8,10,NA,"","Y",NA,4,"","",1,NA,NA,NA,20060526,3,26,5,2006,5,1,5,28,37,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,"Germany",5,5
"Mo08HH1048",1048,"F",4,7,2,12,NA,"","Y",NA,1,"","",NA,NA,NA,NA,20060526,3,26,5,2006,5,5,11,16,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Germany",4,5
"Mo08HH1049",1049,"M",4,7,1,10,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060120,3,20,1,2006,5,5,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,"Germany",2,5
"Mo08HH105",105,"M",5,7,3,13,NA,"IT","Y",NA,2,"IT","N",2,4,NA,NA,20060524,3,24,5,2006,3,8,10,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy",4,8
"Mo08HH1050",1050,"M",1,8,8,10,NA,"","Y",NA,4,"","",NA,NA,NA,NA,20060117,3,17,1,2006,2,5,55,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"Germany",3,5
"Mo08HH1051",1051,"M",1,7,2,12,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060611,3,11,6,2006,0,5,31,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"Germany",3,5
"Mo08HH1052",1052,"M",1,5,6,18,NA,"","Y",NA,1,"","",NA,NA,NA,NA,20060523,3,23,5,2006,2,5,40,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,"Germany",3,5
"Mo08HH1053",1053,"F",5,NA,1,10,NA,"","Y",NA,3,"","",NA,NA,NA,NA,20060116,3,16,1,2006,1,4,14,18,40,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"Germany",5,4
"Mo08HH1054",1054,"M",1,7,2,12,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060614,3,14,6,2006,3,4,6,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"Germany",3,4
"Mo08HH1055",1055,"F",1,6,2,12,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060523,3,23,5,2006,2,4,6,9,34,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,"Germany",5,4
"Mo08HH1056",1056,"F",3,7,8,10,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060524,3,24,5,2006,3,4,34,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"Germany",3,4
"Mo08HH1057",1057,"F",1,6,3,13,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060704,3,4,7,2006,2,4,32,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,"Germany",3,4
"Mo08HH1058",1058,"F",1,8,8,10,NA,"","Y",NA,2,"","",1,NA,NA,NA,20060524,3,24,5,2006,3,4,32,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"Germany",3,4
"Mo08HH1059",1059,"F",1,7,2,12,NA,"","Y",NA,1,"","",NA,NA,NA,NA,20060523,3,23,5,2006,2,4,16,38,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"Germany",4,4
"Mo08HH106",106,"M",5,8,2,8,NA,"IT","Y",NA,2,"IT","N",1,1,NA,NA,20060525,3,25,5,2006,4,5,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy",3,5
"Mo08HH1060",1060,"F",1,6,2,12,NA,"","Y",NA,2,"","",1,NA,NA,NA,20060119,3,19,1,2006,4,4,39,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"Germany",3,4
"Mo08HH1061",1061,"F",1,6,3,13,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060123,3,23,1,2006,1,1,4,24,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"Germany",4,4
"Mo08HH1062",1062,"F",1,7,2,12,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060120,3,20,1,2006,5,4,28,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"Germany",3,4
"Mo08HH1063",1063,"M",3,6,2,12,NA,"","Y",NA,2,"","",1,NA,NA,NA,20060617,3,17,6,2006,6,4,5,11,42,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"Germany",5,4
"Mo08HH1064",1064,"F",1,5,6,18,NA,"","Y",NA,NA,"","",1,NA,NA,NA,20060119,3,19,1,2006,4,0,2,4,6,36,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"Germany",6,4
"Mo08HH1065",1065,"F",4,8,8,10,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060116,3,16,1,2006,1,4,8,30,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"Germany",4,4
"Mo08HH1066",1066,"F",1,6,2,12,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060114,3,14,1,2006,6,4,31,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"Germany",3,4
"Mo08HH1067",1067,"M",1,8,2,12,NA,"","Y",NA,2,"","",NA,NA,NA,NA,20060120,3,20,1,2006,5,4,16,41,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"Germany",4,4
"Mo08HH1068",1068,"F",1,7,2,12,NA,"","Y",NA,2,"","",1,NA,NA,NA,20060121,3,21,1,2006,6,4,31,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"Germany",3,4
"Mo08HH1069",1069,"F",1,6,3,13,NA,"","Y",NA,2,"","",1,NA,NA,NA,20060618,3,18,6,2006,0,4,8,9,31,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"Germany",5,4
"Mo08HH107",107,"F",5,NA,2,8,NA,"IT","Y",NA,1,"IT","N",1,1,NA,NA,20060525,3,25,5,2006,4,8,20,21,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy",5,8
"Mo08HH1070",1070,"M",1,7,2,12,NA,"","Y",NA,2,"","",NA,NA,NA,NA,20060613,3,13,6,2006,2,4,23,28,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"Germany",4,4
"Mo08HH1071",1071,"M",3,7,2,12,NA,"","N",NA,2,"","",1,NA,NA,NA,20060119,3,19,1,2006,4,4,6,41,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany",4,4
"Mo08HH1072",1072,"F",4,6,6,18,NA,"","Y",NA,2,"","",1,NA,NA,NA,20060708,3,8,7,2006,6,3,31,36,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"Germany",4,4
"Mo08HH1073",1073,"F",1,7,8,10,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060523,3,23,5,2006,2,4,27,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"Germany",3,4
"Mo08HH1074",1074,"M",3,8,8,10,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060117,3,17,1,2006,2,NA,4,19,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Germany",3,4
"Mo08HH1075",1075,"F",1,6,2,12,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060119,3,19,1,2006,4,4,7,8,11,34,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"Germany",6,4
"Mo08HH1076",1076,"M",1,5,3,13,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060119,3,19,1,2006,4,4,35,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,"Germany",3,4
"Mo08HH1077",1077,"F",3,7,2,12,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060703,3,3,7,2006,1,4,33,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"Germany",3,4
"Mo08HH1078",1078,"M",1,7,8,10,NA,"","Y",NA,1,"","",NA,NA,NA,NA,20060616,3,16,6,2006,5,3,30,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"Germany",3,3
"Mo08HH1079",1079,"F",4,8,3,13,NA,"","Y",NA,2,"","",1,NA,NA,NA,20060707,3,7,7,2006,5,3,26,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,"Germany",3,3
"Mo08HH108",108,"M",5,7,6,18,NA,"IT","Y",NA,2,"IT","N",1,1,NA,NA,20060527,3,27,5,2006,6,4,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy",3,4
"Mo08HH1080",1080,"F",1,6,6,18,NA,"","Y",NA,1,"","",NA,NA,NA,NA,20060117,3,17,1,2006,2,1,3,33,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"Germany",4,3
"Mo08HH1081",1081,"M",4,8,2,12,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060611,3,11,6,2006,0,3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,"Germany",2,3
"Mo08HH1082",1082,"M",6,NA,1,10,NA,"","N",NA,1,"","",NA,NA,NA,NA,20060116,3,16,1,2006,1,1,3,6,24,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany",5,3
"Mo08HH1083",1083,"F",1,5,3,13,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060613,3,13,6,2006,2,3,7,41,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"Germany",4,3
"Mo08HH1084",1084,"F",1,6,2,12,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060614,3,14,6,2006,3,3,11,32,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"Germany",4,3
"Mo08HH1085",1085,"M",1,7,3,13,NA,"","Y",NA,1,"","",NA,NA,NA,NA,20060521,3,21,5,2006,0,3,29,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"Germany",3,3
"Mo08HH1086",1086,"F",1,7,1,10,NA,"","Y",NA,1,"","",1,NA,NA,NA,20060523,3,23,5,2006,2,3,5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,"Germany",3,3
"Mo08HH1087",1087,"M",1,5,6,18,NA,"","N",NA,2,"","",NA,NA,NA,NA,20060118,3,18,1,2006,3,3,22,43,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany",4,3
"Mo08HH1088",1088,"M",1,6,6,18,NA,"","Y",NA,2,"","",1,NA,NA,NA,20060119,3,19,1,2006,4,3,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"Germany",2,3
"Mo08HH1089",1089,"F",1,7,8,10,NA,"","Y",NA,1,"","",NA,NA,NA,NA,20060118,3,18,1,2006,3,3,3,37,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"Germany",4,3
"Mo08HH109",109,"M",5,NA,2,8,NA,"IT","Y",NA,1,"IT","",NA,NA,NA,NA,20060524,3,24,5,2006,3,2,8,18,20,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy",6,8
